"File","Method","p","converged","time2"
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_1.00_",4096,NA,14071.331465221
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_2.00_",4096,NA,27073.4997969613
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_0.50_",8192,NA,21609.7806215348
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_1.00_",8192,NA,27502.6134521295
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_2.00_",8192,NA,51707.2636508953
"Results_At_1001/Times_At_1001_tmp_010_all_all.csv","MegaLMM_0.50_",20842,NA,160035.988915592
"Results_At_1001/Times_At_1001_tmp_010_all_all.csv","MegaLMM_1.00_",20842,NA,141293.424154809
"Results_At_1001/Times_At_1001_tmp_010_all_all.csv","MegaLMM_2.00_",20842,NA,159894.006957285
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MTG2",4,FALSE,0.578999999999999
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MCMCglmm",4,NA,13.2740140587525
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","phenix",4,NA,1.092
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_0.50_",4,NA,111.441138302021
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_1.00_",4,NA,124.671365088617
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_2.00_",4,NA,327.367382616964
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MTG2",8,FALSE,1.49099999999999
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MCMCglmm",8,NA,35.3211313657802
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","phenix",8,NA,2.84400000000005
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_0.50_",8,NA,247.132959499638
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_1.00_",8,NA,288.161704211691
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_2.00_",8,NA,381.634442207209
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MTG2",16,FALSE,4.68000000000006
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MCMCglmm",16,NA,143.29014370166
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","phenix",16,NA,5.90599999999995
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_0.50_",16,NA,232.06459940157
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_1.00_",16,NA,428.2711516801
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_2.00_",16,NA,919.139783342067
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MTG2",32,FALSE,141.25
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MCMCglmm",32,NA,750.893854892306
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","phenix",32,NA,16.3869999999997
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_0.50_",32,NA,446.558804423771
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_1.00_",32,NA,1263.94272937851
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_2.00_",32,NA,1206.31628325512
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MTG2",64,FALSE,2315.221
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MCMCglmm",64,NA,4997.08382898531
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","phenix",64,NA,34.6229999999996
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_0.50_",64,NA,1437.4842962044
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_1.00_",64,NA,2091.45311112553
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_2.00_",64,NA,2660.16702168055
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","phenix",128,NA,200.994000000001
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_0.50_",128,NA,2427.04045501969
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_1.00_",128,NA,2295.44862010296
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_2.00_",128,NA,2411.5713786081
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","phenix",256,NA,903.495999999999
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_0.50_",256,NA,2066.97522252483
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_1.00_",256,NA,2659.48007462131
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_2.00_",256,NA,4062.12368886246
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","phenix",512,NA,2292.309
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_0.50_",512,NA,2915.81975100826
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_1.00_",512,NA,3618.13243829145
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_2.00_",512,NA,7352.26262857469
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_0.50_",1024,NA,3841.54547826127
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_1.00_",1024,NA,4997.9454846755
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_2.00_",1024,NA,10066.9683172901
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_0.50_",2048,NA,6321.39436538565
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_1.00_",2048,NA,8171.56196475085
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_2.00_",2048,NA,15791.7037954788
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_0.50_",4096,NA,11290.3279854178
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_1.00_",4096,NA,14665.0430586958
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_2.00_",4096,NA,28003.0238530783
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_0.50_",8192,NA,22791.9237735467
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_1.00_",8192,NA,28441.6800262165
"Results_At_1001/Times_At_1001_tmp_010_subset.csv","MegaLMM_2.00_",8192,NA,53067.016406616
"Results_At_1001/Times_At_1001_tmp_011_all_all.csv","MegaLMM_0.50_",20842,NA,51528.1662249541
"Results_At_1001/Times_At_1001_tmp_011_all_all.csv","MegaLMM_1.00_",20842,NA,65255.9254056592
"Results_At_1001/Times_At_1001_tmp_011_all_all.csv","MegaLMM_2.00_",20842,NA,126855.949836422
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MTG2",4,FALSE,0.116999999999999
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MCMCglmm",4,NA,11.1124641446872
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","phenix",4,NA,1.349
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_0.50_",4,NA,121.56419934256
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_1.00_",4,NA,134.82405396533
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_2.00_",4,NA,408.336195893703
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MTG2",8,FALSE,0.916000000000054
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MCMCglmm",8,NA,31.4460862335554
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","phenix",8,NA,2.32399999999996
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_0.50_",8,NA,326.545082942664
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_1.00_",8,NA,407.651104319723
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_2.00_",8,NA,551.995349691991
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MTG2",16,FALSE,5.24199999999996
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MCMCglmm",16,NA,133.79851404352
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","phenix",16,NA,3.04600000000005
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_0.50_",16,NA,402.589354877511
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_1.00_",16,NA,629.086870876951
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_2.00_",16,NA,983.921785163405
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MTG2",32,FALSE,105.846
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MCMCglmm",32,NA,692.075115611884
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","phenix",32,NA,17.9379999999996
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_0.50_",32,NA,850.626682762073
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_1.00_",32,NA,1192.16233048558
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_2.00_",32,NA,1406.58142525433
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MTG2",64,FALSE,1153.453
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MCMCglmm",64,NA,4763.52590472131
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","phenix",64,NA,73.3829999999998
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_0.50_",64,NA,2590.24362179435
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_1.00_",64,NA,2701.23968857403
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_2.00_",64,NA,7271.71005473253
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","phenix",128,NA,560.489000000001
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_0.50_",128,NA,3407.39257655537
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_1.00_",128,NA,7474.11706208885
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_2.00_",128,NA,10293.6754746896
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","phenix",256,NA,2316.909
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_0.50_",256,NA,8179.41915038668
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_1.00_",256,NA,9503.91574712974
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_2.00_",256,NA,11541.1755537194
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","phenix",512,NA,3869.774
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_0.50_",512,NA,7793.11103523214
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_1.00_",512,NA,8259.98994819562
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_2.00_",512,NA,12464.2321821809
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_0.50_",1024,NA,10141.3038261964
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_1.00_",1024,NA,11557.8585280257
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_2.00_",1024,NA,38244.3449927058
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_0.50_",2048,NA,14534.1880738136
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_1.00_",2048,NA,16454.2557439704
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_2.00_",2048,NA,26054.45261636
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_0.50_",4096,NA,24489.87218566
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_1.00_",4096,NA,21599.114574073
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_2.00_",4096,NA,28480.4280967738
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_0.50_",8192,NA,23841.2707264896
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_1.00_",8192,NA,32555.6871718489
"Results_At_1001/Times_At_1001_tmp_011_subset.csv","MegaLMM_2.00_",8192,NA,57469.8274907464
"Results_At_1001/Times_At_1001_tmp_012_all_all.csv","MegaLMM_0.50_",20842,NA,52427.5792650475
"Results_At_1001/Times_At_1001_tmp_012_all_all.csv","MegaLMM_1.00_",20842,NA,66203.1426945787
"Results_At_1001/Times_At_1001_tmp_012_all_all.csv","MegaLMM_2.00_",20842,NA,126291.41400729
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MTG2",4,FALSE,0.456
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MCMCglmm",4,NA,10.5986219696775
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","phenix",4,NA,0.875999999999998
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_0.50_",4,NA,99.5141177361652
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_1.00_",4,NA,124.096558475945
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_2.00_",4,NA,348.108979599797
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MTG2",8,FALSE,1.92000000000007
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MCMCglmm",8,NA,32.2223918248366
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","phenix",8,NA,1.32500000000005
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_0.50_",8,NA,312.837997030461
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_1.00_",8,NA,368.463577377503
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_2.00_",8,NA,449.954226376047
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MTG2",16,FALSE,14.6080000000002
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MCMCglmm",16,NA,131.147885790045
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","phenix",16,NA,3.77499999999986
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_0.50_",16,NA,401.84210954433
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_1.00_",16,NA,573.863772988323
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_2.00_",16,NA,1032.82348828893
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MTG2",32,FALSE,78.114
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MCMCglmm",32,NA,752.582269553373
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","phenix",32,NA,12.0209999999997
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_0.50_",32,NA,746.795388769197
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_1.00_",32,NA,1283.90588646143
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_2.00_",32,NA,1422.42515135585
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MTG2",64,FALSE,1965.841
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MCMCglmm",64,NA,4850.04036448524
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","phenix",64,NA,30.1580000000013
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_0.50_",64,NA,2334.85818370438
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_1.00_",64,NA,3049.01339353095
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_2.00_",64,NA,4884.83268373245
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","phenix",128,NA,155.529999999999
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_0.50_",128,NA,2593.02296223513
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_1.00_",128,NA,2364.15940675121
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_2.00_",128,NA,2794.6736680446
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","phenix",256,NA,935.446
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_0.50_",256,NA,3025.31460627871
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_1.00_",256,NA,3950.9323564003
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_2.00_",256,NA,6088.24205608549
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","phenix",512,NA,2195.677
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_0.50_",512,NA,4549.45037248917
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_1.00_",512,NA,5774.11415608279
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_2.00_",512,NA,10005.5956173548
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_0.50_",1024,NA,4906.7351991619
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_1.00_",1024,NA,5918.68491809641
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_2.00_",1024,NA,10947.9226267831
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_0.50_",2048,NA,6928.30029882441
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_1.00_",2048,NA,15038.2861731434
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_2.00_",2048,NA,20964.2280512503
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_0.50_",4096,NA,14110.1694504665
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_1.00_",4096,NA,19091.7618382239
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_2.00_",4096,NA,32435.0051780407
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_0.50_",8192,NA,25339.0512315033
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_1.00_",8192,NA,34564.5197659449
"Results_At_1001/Times_At_1001_tmp_012_subset.csv","MegaLMM_2.00_",8192,NA,80618.9968053953
"Results_At_1001/Times_At_1001_tmp_013_all_all.csv","MegaLMM_0.50_",20842,NA,52688.0798413113
"Results_At_1001/Times_At_1001_tmp_013_all_all.csv","MegaLMM_1.00_",20842,NA,68387.2708596785
"Results_At_1001/Times_At_1001_tmp_013_all_all.csv","MegaLMM_2.00_",20842,NA,129470.222513684
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MTG2",4,FALSE,0.385
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MCMCglmm",4,NA,12.9516519173413
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",4,NA,1.948
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",4,NA,105.653310847023
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",4,NA,118.851032721208
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",4,NA,382.533595765172
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MTG2",8,FALSE,0.932999999999993
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MCMCglmm",8,NA,32.1839038039201
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",8,NA,2.61400000000003
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",8,NA,301.269062969013
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",8,NA,334.199055517874
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",8,NA,442.931495559051
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MTG2",16,FALSE,10.5720000000001
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MCMCglmm",16,NA,120.385551947668
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",16,NA,6.53999999999996
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",16,NA,376.716582733158
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",16,NA,520.243359599172
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",16,NA,824.52441228811
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MTG2",32,FALSE,178.271
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MCMCglmm",32,NA,736.348947208217
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",32,NA,18.739
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",32,NA,1188.58205769405
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",32,NA,2062.17374230373
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",32,NA,2782.65849936268
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MTG2",64,FALSE,2844.516
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MCMCglmm",64,NA,4847.79219069466
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",64,NA,570.185000000001
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",64,NA,2464.96893765404
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",64,NA,2638.62037040737
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",64,NA,5545.67752371853
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",128,NA,242.759000000002
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",128,NA,2959.69162423377
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",128,NA,2617.95448205376
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",128,NA,2494.88341876687
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",256,NA,881.102999999999
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",256,NA,3141.87660585336
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",256,NA,4458.04935373245
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",256,NA,5118.71047989585
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",512,NA,2294.155
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",512,NA,4509.13613655721
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",512,NA,4965.40784659564
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",512,NA,8625.93546154061
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",1024,NA,3685.18096921778
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",1024,NA,4876.47852611927
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",1024,NA,10338.0307691276
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",2048,NA,6041.52814419791
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",2048,NA,7873.31545953839
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",2048,NA,16521.3202297455
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",4096,NA,11229.7179322436
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",4096,NA,15038.6113760022
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",4096,NA,29282.7424960561
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",8192,NA,22555.7323485436
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",8192,NA,28071.9272151127
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",8192,NA,54725.6356726679
"Results_At_1001/Times_At_1001_tmp_014_all_all.csv","MegaLMM_0.50_",20842,NA,52919.8880214538
"Results_At_1001/Times_At_1001_tmp_014_all_all.csv","MegaLMM_1.00_",20842,NA,67605.1455547127
"Results_At_1001/Times_At_1001_tmp_014_all_all.csv","MegaLMM_2.00_",20842,NA,127679.152418507
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MTG2",4,FALSE,0.16
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MCMCglmm",4,NA,11.6100157608884
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",4,NA,1.255
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",4,NA,114.199420008568
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",4,NA,118.910770828855
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",4,NA,379.339902500944
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MTG2",8,FALSE,1.71400000000006
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MCMCglmm",8,NA,33.7064715952102
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",8,NA,2.10699999999997
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",8,NA,328.84658846451
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",8,NA,357.108984614727
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",8,NA,494.115412041495
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MTG2",16,FALSE,10.5839999999998
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MCMCglmm",16,NA,120.262718021503
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",16,NA,3.53800000000001
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",16,NA,449.477279009671
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",16,NA,608.755559425139
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",16,NA,886.984844415184
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MTG2",32,FALSE,161.576
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MCMCglmm",32,NA,544.751522432627
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",32,NA,12.9569999999999
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",32,NA,1127.62754602488
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",32,NA,1673.92911187691
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",32,NA,1592.95839458957
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MTG2",64,TRUE,3250.095
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MCMCglmm",64,NA,4854.42633690397
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",64,NA,53.1059999999998
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",64,NA,3087.71694191265
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",64,NA,3024.71772224689
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",64,NA,5583.37854533627
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",128,NA,211.452000000001
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",128,NA,3029.63451898673
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",128,NA,2998.86527963185
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",128,NA,2680.63815841869
